MJD,FREQUENCY,NPROFILES,FREQUENCY_ERR,FDOT,FDOT_ERR,AMPLITUDE,AMPSIG
55965.80265877065,0.19812984062663477,223,2.483847936218808,-5.571295514704077e-22,0.0,0.15103280544281006,0.017789622768759727

55968.65501599153,0.19604821182728555,233,2.0630005792554584,-2.6071615221316965e-21,0.0,0.12116257846355438,0.017735611647367477

55971.594013437396,0.1950243620506751,240,2.8323654532869114,9.903198222013412e-21,0.0,0.10238887369632721,0.017897453159093857

55976.23999132859,0.18634935341630085,263,3.608435577007185,-2.869684317775124e-21,0.0,0.11284589767456055,0.01796216145157814

56020.86438748757,0.15692904318784429,242,1.7166564703074982,2.1370863509271267e-21,0.0,0.23727048933506012,0.017942171543836594

56031.31238684468,0.16122090931776034,302,2.06630076604597,1.429161091402697e-21,0.0,0.11616509407758713,0.015625692903995514

56034.220881241876,0.1713567069976573,340,2.731575818870624,2.4558304368729487e-21,0.0,0.0896618440747261,0.014008927159011364

56038.91409190002,0.17452117032724387,365,1.2727993237149349,2.7163536015817222e-21,0.0,0.20546932518482208,0.014017862267792225

